step,error
0,No more individual to be mutated
1, (Mutation error)
1,No more individual to be mutated
2, (Mutation error)
2,C (Mutation error)
2,No more individual to be mutated
3, (Mutation error)
3,C (Mutation error)
3,No more individual to be mutated
4,CCCC (Mutation error)
4,CCC (Mutation error)
4, (Mutation error)
4,No more individual to be mutated
5,C#CCC (Mutation error)
5,CCC (Mutation error)
5, (Mutation error)
5,C (Mutation error)
5,No more individual to be mutated
6,CCC1=CC#C1 (Mutation error)
6,CC1CC1C (Mutation error)
6,C#C (Mutation error)
6,CC (Mutation error)
6,CCC1CC1C (Mutation error)
6,CCC (Mutation error)
6, (Mutation error)
6,C (Mutation error)
6,No more individual to be mutated
7, (Mutation error)
7,CCC (Mutation error)
7,CCCC (Mutation error)
7,CCCCC (Mutation error)
7,C#C (Mutation error)
7,CCC#CCC (Mutation error)
8,C1#CC=C1 (Mutation error)
8, (Mutation error)
9,C1#CC=C1 (Mutation error)
9,CCC1=CC#C1 (Mutation error)
9,CCCC1=CC#C1 (Mutation error)
9,C#C (Mutation error)
9,C1CC1 (Mutation error)
9,CC (Mutation error)
9,C#CC (Mutation error)
9,CCCCC (Mutation error)
9,CC#CCC (Mutation error)
10,C1#CC(C2C=C2)=C1 (Mutation error)
10,CC1=CC1C1=CC#C1 (Mutation error)
10,C1C2=C1C2 (Mutation error)
10,CCC1=CC#C1 (Mutation error)
10,CCCC (Mutation error)
10,CCC#CCC (Mutation error)
10,C#CC (Mutation error)
11,C1=CC1C1=CC1 (Mutation error)
11,C1=CCC1 (Mutation error)
11,CCC1C=C1 (Mutation error)
11,C1=CC2CC12 (Mutation error)
12,CC1=CC1C1=CC#C1 (Mutation error)
12,C1=CC1 (Mutation error)
12,C1=CC=1 (Mutation error)
12,CC1=CC1 (Mutation error)
12,C1=CCC1 (Mutation error)
12,C12=C3C1C23 (Mutation error)
12,CC1=C(C)C1 (Mutation error)
13,C1#CC(C2C=C2)=C1 (Mutation error)
13,C1=CC1 (Mutation error)
13,C1=CC=1 (Mutation error)
14,C1=CC1C1=CC1 (Mutation error)
14,CC1=CC1C1=CC#C1 (Mutation error)
14,C1=CC1C1=CC2CC12 (Mutation error)
15,C1=CC12C1C3=C1C32 (Mutation error)
15,CC1=C(C2C=C2)C1 (Mutation error)
15,C=CC1=C(C)C=C1 (Mutation error)
16,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
16,CC1=CC=C1C (Mutation error)
16,CC1C2=CC=C21 (Mutation error)
16,C1=C(C2=CC2)C1 (Mutation error)
16,CCC1=CC=C1 (Mutation error)
16,C=CC1=C(C)C=C1 (Mutation error)
16,C=CCC1=CC=C1 (Mutation error)
17,C1=CC12C1=CC3=C1C32 (Mutation error)
18,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
18,CC1=C(C)C=C1 (Mutation error)
18,CCC1=CC=C1 (Mutation error)
18,C1=CC1C1=CC1 (Mutation error)
18,C1=CC12C1C3=C1C32 (Mutation error)
18,C1=CC=1C1=CC#C1 (Mutation error)
19,CC1=CC=C1C (Mutation error)
19,CC1C2=CC=C21 (Mutation error)
19,CCC1=CC=C1 (Mutation error)
19,C1=CC1C1=CC1 (Mutation error)
20,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
20,CCC1=CC=C1 (Mutation error)
20,C1=CC12C1C3=C1C32 (Mutation error)
20,CCC1=CC(C)=C1 (Mutation error)
21,C1=CC12C1=CC3=C1C32 (Mutation error)
21,CC1C2=CC=C21 (Mutation error)
21,C1=C(C2=CC2)C1 (Mutation error)
21,C1=CC1C1=CC1 (Mutation error)
22,C1=CC12C1=CC3=C1C32 (Mutation error)
22,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
22,C1=CC12C=C2 (Mutation error)
22,CC1=CC=C1C (Mutation error)
22,CC12CC3=C1C(=C3)C21C=C1 (Mutation error)
22,C1=C(C2=CC2)C1 (Mutation error)
22,CC1=CC1C1=CC1 (Mutation error)
22,C1=CC12C1C3=C1C32 (Mutation error)
22,CCC1=CC(C)=C1 (Mutation error)
23,C1=CC12C1=CC3=C1C32 (Mutation error)
23,CC1C2=CC=C21 (Mutation error)
25,C1=C2C3=CC123 (Mutation error)
25,C1=CC12C=C2 (Mutation error)
25,C1=CC2C=C12 (Mutation error)
26,C1=C2C=C12 (Mutation error)
26,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
26,C1=CC12C=C2 (Mutation error)
26,C1=CC2(C1)C1=CC3=C1C32 (Mutation error)
26,CC1=CC12C=C2 (Mutation error)
27,c1cc2c3c1c23 (Mutation error)
27,C1=C2C=C1C2 (Mutation error)
27,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
27,C1=CC12C=C2 (Mutation error)
28,CC1=CC2=CC1=C2 (Mutation error)
28,C1=CC=C1 (Mutation error)
28,CC1=CC=C1 (Mutation error)
28,CC12C3=C1C(=C3)C21C=C1 (Mutation error)
28,C1=CC12C=C2 (Mutation error)
28,C1=CC2C=C12 (Mutation error)
28,CC1=CC(C)=C1 (Mutation error)
28,CC1=C(C)C=C1 (Mutation error)
29,C1=CC2=CC1=C2 (Mutation error)
29,c1cc2c3c1c23 (Mutation error)
29,C1=CC=C1 (Mutation error)
30,CC1C=CC12CC1=CC=C12 (Mutation error)
30,C1=C2C=C12 (Mutation error)
30,C1=CC12C1=CC3=C1C32 (Mutation error)
30,C1=CC12C=C2 (Mutation error)
31,CC1C2=CC=C2C12C=CC2 (Mutation error)
31,CC1C=CC12CC1=CC=C12 (Mutation error)
31,C1=C2C=C12 (Mutation error)
31,C1=CC=C1 (Mutation error)
31,C1=C2C=C1C2 (Mutation error)
31,C1=C2C3=CC123 (Mutation error)
32,c1cc2cc-2c1 (Mutation error)
32,c1cc2c3c1c23 (Mutation error)
32,C1=CC2=CC1=C2 (Mutation error)
32,C1=CC=C1 (Mutation error)
32,C1=C2C=C12 (Mutation error)
32,C1=C2C=C1C2 (Mutation error)
32,CC1=CC=C1 (Mutation error)
32,C1=CC12C=C2 (Mutation error)
32,C1=C2C3=CC123 (Mutation error)
32,C1=CC2C=C12 (Mutation error)
33,CC1C=CC12C1=CC=C12 (Mutation error)
33,CC1=C2C=CC1=C2 (Mutation error)
34,c1cc2cc-2c1 (Mutation error)
34,Cc1c2cccc1-2 (Mutation error)
34,c1cc2c3c1c23 (Mutation error)
34,C1=CC2=CC1=CC2 (Mutation error)
34,C=C1C=CC=C1 (Mutation error)
34,CC1=CC2=CC1=C2 (Mutation error)
34,C1=C2C=C12 (Mutation error)
35,C1=CC2=CC1=C2 (Mutation error)
35,C1=CC2=CC(=C2)C1 (Mutation error)
35,C=C1C=CC=C1 (Mutation error)
35,CC1C2=CC=C2C12C=CC2 (Mutation error)
36,c1cc2cc-2c1 (Mutation error)
36,C1=CC2=CC1=CC2 (Mutation error)
36,CC1C=CC12C1=CC=C12 (Mutation error)
36,CC1C=CC12CC1=CC=C12 (Mutation error)
36,C=C1C=CC(C)=C1 (Mutation error)
37,c1cc2cc-2c1 (Mutation error)
37,C=C1C=CC=C1 (Mutation error)
37,CC1C2=CC=C2C12C=CC2 (Mutation error)
37,c1c2cc3c-2c1-3 (Mutation error)
37,CC1C=CC12CC1=CC=C12 (Mutation error)
38,c1cc2c3c1c23 (Mutation error)
39,c1cc2cc-2c1 (Mutation error)
39,Cc1cc2cc-2c1 (Mutation error)
39,C1=CC2=CC1=C2 (Mutation error)
39,C1=CC2=CC1=CC2 (Mutation error)
40,C1=CC2=CC(=C2)C1 (Mutation error)
41,Cc1cc2cc-2c1 (Mutation error)
41,c1cc2c3c-2c1C3 (Mutation error)
42,C1=CC2=CC1=C2 (Mutation error)
42,c1cc2c3c-2c1C3 (Mutation error)
43,Cc1cc2cc-2c1 (Mutation error)
43,C1=CC2=CC1=C2 (Mutation error)
43,C1=CC2=CC(=C2)C1 (Mutation error)
43,C1=CC2=CC1=CC2 (Mutation error)
43,c1cc2c3c-2c1C3 (Mutation error)
44,Cc1cc2cc-2c1 (Mutation error)
44,CCc1cc2cc-2c1 (Mutation error)
44,C1=CC2=CC(=C2)C1 (Mutation error)
44,C1=CC2=CC1=CC2 (Mutation error)
45,CCc1c2cccc1-2 (Mutation error)
45,Cc1cc2cc-2c1 (Mutation error)
45,C1=CC2=CC1=C2 (Mutation error)
45,c1cc2c3c-2c1C3 (Mutation error)
45,C1=CC2=C1C2C1C=C1 (Mutation error)
46,c1cc2cc-2c1 (Mutation error)
46,Cc1ccc2cc1-2 (Mutation error)
46,CCc1c2cccc1-2 (Mutation error)
46,CCc1cc2cc-2c1 (Mutation error)
46,C1=CC2=CC1=C2 (Mutation error)
47,CCc1cc2cc-2c1 (Mutation error)
47,c1cc2c3c1c23 (Mutation error)
47,CCCc1cc2cc-2c1 (Mutation error)
48,Cc1cc2cc-2c1 (Mutation error)
48,C1=CC2=CC1=C2 (Mutation error)
48,c1cc2c3c1c23 (Mutation error)
48,CCCc1cc2cc-2c1 (Mutation error)
49,c1cc2cc-2c1 (Mutation error)
49,CCc1ccc2cc1-2 (Mutation error)
50,c1cc2cc-2c1 (Mutation error)
50,Cc1ccc2cc1-2 (Mutation error)
50,c1cc2c3c1c23 (Mutation error)
50,C1=CC2=CC1=C2 (Mutation error)
51,c1cc2cc(c1)C2 (Mutation error)
51,Cc1c2cccc1-2 (Mutation error)
51,C#CCCc1c2cccc1-2 (Mutation error)
52,CC(C)c1c2cccc1-2 (Mutation error)
53,c1cc2cc(c1)C2 (Mutation error)
53,c1cc2cc(c1)CC2 (Mutation error)
53,CCc1c2cccc1-2 (Mutation error)
53,CCc1ccc2cc1-2 (Mutation error)
53,C#CCCc1c2cccc1-2 (Mutation error)
53,C1=CC2=CC1=C2 (Mutation error)
53,c1cc2c3c1c23 (Mutation error)
53,CCCc1cc2cc-2c1 (Mutation error)
54,c1cc2cc-2c1 (Mutation error)
54,Cc1c2cccc1-2 (Mutation error)
54,CCc1c2cccc1-2 (Mutation error)
54,CCC(C)c1c2cccc1-2 (Mutation error)
54,Cc1cc2cc-2c1 (Mutation error)
55,c1cc2cc-2c1 (Mutation error)
55,c1cc2cc(c1)C2 (Mutation error)
55,Cc1ccc2cc1-2 (Mutation error)
55,CCc1ccc2cc1-2 (Mutation error)
55,CC(C)c1c2cccc1-2 (Mutation error)
55,CCCc1c2cccc1-2 (Mutation error)
55,C#CCCc1c2cccc1-2 (Mutation error)
55,CCc1cc2cc-2c1 (Mutation error)
55,c1cc2c3c1c23 (Mutation error)
55,C1=CC2=CC1=C2 (Mutation error)
56,c1cc2cc-2c1 (Mutation error)
56,Cc1c2cccc1-2 (Mutation error)
56,CC(C)c1c2cccc1-2 (Mutation error)
56,C#CCc1c2cccc1-2 (Mutation error)
56,C1#CC1c1c2cccc1-2 (Mutation error)
56,Cc1cc2cc-2c1 (Mutation error)
57,Cc1c2cccc1-2 (Mutation error)
57,CC(C)c1c2cccc1-2 (Mutation error)
57,C1#CC1c1c2cccc1-2 (Mutation error)
57,C#CCc1c2cccc1-2 (Mutation error)
58,Cc1c2cccc1-2 (Mutation error)
58,C#CCc1c2cccc1-2 (Mutation error)
59,c1cc2cc-2c1 (Mutation error)
59,c1cc2cc(c1)C2 (Mutation error)
59,Cc1c2cccc1-2 (Mutation error)
59,CCc1c2cccc1-2 (Mutation error)
59,CCc1ccc2cc1-2 (Mutation error)
59,CC(C)c1c2cccc1-2 (Mutation error)
59,CCC(C)c1c2cccc1-2 (Mutation error)
59,CCC(C)c1ccc2cc1-2 (Mutation error)
59,Cc1cc2cc-2c1 (Mutation error)
59,CCC#Cc1c2cccc1-2 (Mutation error)
60,c1cc2cc-2c1 (Mutation error)
60,c1cc2cc(c1)C2 (Mutation error)
60,Cc1c2cccc1-2 (Mutation error)
61,c1cc2cc-2c1 (Mutation error)
61,c1cc2cc(c1)C2 (Mutation error)
61,Cc1ccc2cc1-2 (Mutation error)
61,Cc1c2cccc1-2 (Mutation error)
61,CCc1ccc2cc1-2 (Mutation error)
61,Cc1c2cccc1C2 (Mutation error)
61,CCc1c2cccc1-2 (Mutation error)
61,C1#CC1c1ccc2cc1-2 (Mutation error)
61,CCC(C)c1c2cccc1-2 (Mutation error)
62,CCc1ccc2cc1-2 (Mutation error)
62,CCc1c2cccc1-2 (Mutation error)
63,c1cc2cc-2c1 (Mutation error)
63,Cc1ccccc1C (Mutation error)
63,Cc1c2cccc1C2 (Mutation error)
63,CCc1ccc2cc1-2 (Mutation error)
63,CCCc1ccc2cc1-2 (Mutation error)
64,Cc1ccc2cc1-2 (Mutation error)
64,CC1c2cccc(c2)C1C (Mutation error)
64,CCc1c2cccc1-2 (Mutation error)
64,Cc1c2cccc1C2 (Mutation error)
65,c1cc2cc(c1)C2 (Mutation error)
65,Cc1cccc(C)c1 (Mutation error)
65,c1cc2cc(c1)CCC2 (Mutation error)
65,CC1c2cccc(c2)C1C (Mutation error)
65,Cc1c2cccc1C2 (Mutation error)
65,CC(C)c1ccc2cc1-2 (Mutation error)
65,CC(C)c1c2cccc1-2 (Mutation error)
66,c1cc2cc(c1)C2 (Mutation error)
66,c1cc2cc(c1)CCC2 (Mutation error)
66,Cc1c2cccc1-2 (Mutation error)
67,C1=Cc2cccc1c2 (Mutation error)
67,Cc1cccc(C)c1 (Mutation error)
67,CCc1cccc(C)c1 (Mutation error)
68,CCc1ccccc1 (Mutation error)
68,CCCc1ccccc1 (Mutation error)
68,Cc1ccccc1C (Mutation error)
68,c1cc2cc(c1)C2 (Mutation error)
68,Cc1cccc(C)c1 (Mutation error)
68,CCc1cccc(C)c1 (Mutation error)
68,Cc1ccc2cc1-2 (Mutation error)
68,Cc1c2cccc1-2 (Mutation error)
68,c1cc2cc(c1)CCC2 (Mutation error)
68,CC1c2cccc(c2)C1C (Mutation error)
68,CCc1ccc2cc1-2 (Mutation error)
68,Cc1c2cccc1C2 (Mutation error)
69,Cc1ccccc1 (Mutation error)
69,c1cc2cc-2c1 (Mutation error)
69,CCc1cccc(C)c1 (Mutation error)
69,Cc1ccc2cc1-2 (Mutation error)
69,Cc1c2cccc1-2 (Mutation error)
69,c1cc2cc(c1)CCC2 (Mutation error)
70,CCc1ccccc1 (Mutation error)
70,Cc1ccccc1C (Mutation error)
70,c1ccc2c(c1)CC2 (Mutation error)
70,c1cc2cc(c1)C2 (Mutation error)
70,c1cc2cc(c1)CC2 (Mutation error)
70,Cc1ccc2cc1-2 (Mutation error)
70,c1cc2cc(c1)CCC2 (Mutation error)
71,Cc1ccccc1 (Mutation error)
71,c1cc2cc-2c1 (Mutation error)
71,c1cc2cc(c1)C2 (Mutation error)
72,c1ccccc1 (Mutation error)
72,c1cc2cc-2c1 (Mutation error)
72,CCc1ccccc1 (Mutation error)
72,CCCc1ccccc1 (Mutation error)
72,Cc1ccccc1C (Mutation error)
72,C1=Cc2cccc1c2 (Mutation error)
72,c1cc2cc(c1)C2 (Mutation error)
72,CC1c2cccc1c2 (Mutation error)
73,c1cc2cc-2c1 (Mutation error)
73,CCCc1ccccc1 (Mutation error)
73,Cc1ccccc1C (Mutation error)
73,C1=Cc2cccc1c2 (Mutation error)
73,c1cc2cc(c1)C2 (Mutation error)
73,Cc1cccc(C)c1 (Mutation error)
73,CC1c2cccc1c2 (Mutation error)
73,c1cc2cc(c1)CC2 (Mutation error)
73,Cc1c2cccc1-2 (Mutation error)
74,c1ccccc1 (Mutation error)
74,c1cc2cc-2c1 (Mutation error)
74,Cc1ccccc1C (Mutation error)
74,c1ccc2c(c1)CC2 (Mutation error)
74,CC1c2cccc1c2 (Mutation error)
75,c1ccccc1 (Mutation error)
75,CCc1ccccc1 (Mutation error)
75,CCCc1ccccc1 (Mutation error)
75,c1ccc2c(c1)CC2 (Mutation error)
75,C1=Cc2cccc1c2 (Mutation error)
75,CC1c2cccc1c2 (Mutation error)
75,CCc1cccc(C)c1 (Mutation error)
76,c1ccccc1 (Mutation error)
76,CCCc1ccccc1 (Mutation error)
76,c1ccc2c(c1)CCC2 (Mutation error)
77,c1ccccc1 (Mutation error)
77,c1ccc2c(c1)CCC2 (Mutation error)
77,C1=Cc2cccc1c2 (Mutation error)
77,Cc1ccc(C)cc1 (Mutation error)
77,c1cc2cc(c1)C2 (Mutation error)
77,CC1c2cccc1c2 (Mutation error)
78,c1ccccc1 (Mutation error)
78,Cc1ccccc1 (Mutation error)
78,c1cc2cc-2c1 (Mutation error)
78,C#Cc1ccccc1 (Mutation error)
78,C1=Cc2cccc1c2 (Mutation error)
78,c1cc2cc(c1)C2 (Mutation error)
79,c1ccccc1 (Mutation error)
79,Cc1ccccc1 (Mutation error)
79,c1cc2cc-2c1 (Mutation error)
79,CCC(C)c1ccccc1 (Mutation error)
79,c1ccc2c(c1)CC2 (Mutation error)
79,Cc1ccc(C)cc1 (Mutation error)
79,c1cc2cc(c1)C2 (Mutation error)
79,Cc1cccc(C)c1 (Mutation error)
79,CC1c2cccc1c2 (Mutation error)
80,c1ccccc1 (Mutation error)
80,Cc1ccccc1 (Mutation error)
80,c1cc2cc-2c1 (Mutation error)
80,C#Cc1ccccc1 (Mutation error)
80,CC(C)c1ccccc1 (Mutation error)
80,CC(C)C(C)c1ccccc1 (Mutation error)
81,c1cc2cc-2c1 (Mutation error)
81,CCc1ccccc1 (Mutation error)
81,Cc1ccccc1C (Mutation error)
81,CCc1ccccc1C (Mutation error)
82,Cc1ccccc1 (Mutation error)
82,c1cc2cc-2c1 (Mutation error)
82,C#Cc1ccccc1 (Mutation error)
82,CC(C)c1ccccc1 (Mutation error)
83,c1cc2cc-2c1 (Mutation error)
83,CC1=Cc2ccccc21 (Mutation error)
83,Cc1ccccc1C (Mutation error)
83,c1ccc2c(c1)CC2 (Mutation error)
84,c1ccccc1 (Mutation error)
84,c1cc2cc-2c1 (Mutation error)
84,CC(C)c1ccccc1 (Mutation error)
84,CCCc1ccccc1 (Mutation error)
84,CCC(C)c1ccccc1 (Mutation error)
84,CC1=Cc2ccccc21 (Mutation error)
84,Cc1ccccc1C (Mutation error)
84,CCc1ccccc1C (Mutation error)
85,c1ccccc1 (Mutation error)
85,Cc1ccccc1 (Mutation error)
85,c1cc2cc-2c1 (Mutation error)
85,CC1=Cc2ccccc21 (Mutation error)
85,CCC(C)C(C)c1ccccc1 (Mutation error)
85,c1ccc2c(c1)CC2 (Mutation error)
86,c1ccccc1 (Mutation error)
86,Cc1ccccc1 (Mutation error)
86,c1cc2cc-2c1 (Mutation error)
86,CCCc1ccccc1 (Mutation error)
86,Cc1ccccc1C (Mutation error)
86,c1ccc2c(c1)CC2 (Mutation error)
86,CCc1ccccc1C (Mutation error)
87,Cc1ccccc1 (Mutation error)
87,c1cc2cc-2c1 (Mutation error)
87,CCc1ccccc1 (Mutation error)
87,CCCc1ccccc1 (Mutation error)
87,CCC1C=CC1c1ccccc1 (Mutation error)
87,CCC(C)c1ccccc1 (Mutation error)
87,CC(C)C(C)c1ccccc1 (Mutation error)
87,CCCC=C(C)c1ccccc1 (Mutation error)
87,c1ccc2c(c1)CC2 (Mutation error)
88,c1ccccc1 (Mutation error)
88,Cc1ccccc1 (Mutation error)
88,CCc1ccccc1 (Mutation error)
89,c1ccccc1 (Mutation error)
89,Cc1ccccc1 (Mutation error)
89,c1cc2cc-2c1 (Mutation error)
89,C#Cc1ccccc1 (Mutation error)
89,CCCc1ccccc1 (Mutation error)
89,CCCC(C)c1ccccc1 (Mutation error)
90,c1ccccc1 (Mutation error)
90,Cc1ccccc1 (Mutation error)
90,c1cc2cc-2c1 (Mutation error)
90,CCC(C)(C)c1ccccc1 (Mutation error)
91,Cc1ccccc1 (Mutation error)
91,c1cc2cc-2c1 (Mutation error)
91,C#Cc1ccccc1 (Mutation error)
92,c1ccccc1 (Mutation error)
92,Cc1ccccc1 (Mutation error)
92,c1cc2ccc1-2 (Mutation error)
92,c1cc2cc-2c1 (Mutation error)
92,CCCc1ccccc1 (Mutation error)
92,CCC1C=CC1c1ccccc1 (Mutation error)
92,CC(C)(C)c1ccccc1 (Mutation error)
92,CC(C)C(C)c1ccccc1 (Mutation error)
93,Cc1ccccc1 (Mutation error)
93,c1cc2cc-2c1 (Mutation error)
93,CCc1ccccc1 (Mutation error)
93,CC(C)(C)c1ccccc1 (Mutation error)
94,c1ccccc1 (Mutation error)
94,Cc1ccccc1 (Mutation error)
94,c1cc2cc-2c1 (Mutation error)
94,C#Cc1ccccc1 (Mutation error)
94,CCc1ccccc1 (Mutation error)
95,c1ccccc1 (Mutation error)
95,c1cc2cc-2c1 (Mutation error)
95,CCc1ccccc1 (Mutation error)
95,CCCc1ccccc1 (Mutation error)
96,c1ccccc1 (Mutation error)
96,Cc1ccccc1 (Mutation error)
96,c1cc2ccc1-2 (Mutation error)
96,c1cc2cc-2c1 (Mutation error)
96,CCC(C)c1ccccc1 (Mutation error)
97,c1ccccc1 (Mutation error)
97,C#Cc1ccccc1 (Mutation error)
97,CC(C)c1ccccc1 (Mutation error)
98,c1ccccc1 (Mutation error)
98,Cc1ccccc1 (Mutation error)
98,c1cc2ccc1-2 (Mutation error)
98,c1cc2cc-2c1 (Mutation error)
98,CCCc1ccccc1 (Mutation error)
98,CCC1C=CC1c1ccccc1 (Mutation error)
98,CCC(C)c1ccccc1 (Mutation error)
98,CCCCc1ccccc1 (Mutation error)
99,c1ccccc1 (Mutation error)
99,Cc1ccccc1 (Mutation error)
99,c1cc2ccc1-2 (Mutation error)
